0.0,1722157218493,0.2786991497295067
1.0,1722157255174,0.3450210208516381
2.0,1722157291753,0.37630809582928537
3.0,1722157333098,0.43443541332809094
4.0,1722157375085,0.4777441924286788
5.0,1722157416738,0.5172706849726422
6.0,1722157456841,0.522803616123389
7.0,1722157498030,0.5464430770038196
8.0,1722157538752,0.5495988302949042
9.0,1722157581055,0.5631558480910959
10.0,1722157622342,0.5566685908660219
11.0,1722157660469,0.5794887664646574
12.0,1722157701216,0.5798510835208386
13.0,1722157741042,0.5898271074894452
14.0,1722157780868,0.5998266084654852
15.0,1722157822100,0.6015946080861145
16.0,1722157862877,0.6104770576780312
17.0,1722157905848,0.6053449510048472
18.0,1722157946738,0.6097573659156951
19.0,1722157985015,0.6144465063769308
20.0,1722158023952,0.6186867954508994
21.0,1722158062355,0.6240112759406482
22.0,1722158101396,0.6206379924264452
23.0,1722158140684,0.623354618950715
24.0,1722158181914,0.6256573184461819
25.0,1722158220821,0.6252380525570084
26.0,1722158254368,0.6230104982024817
27.0,1722158290652,0.6284599344135982
28.0,1722158329752,0.6299669496904485
29.0,1722158368026,0.6251411723338353
30.0,1722158407292,0.6236881306453785
31.0,1722158446971,0.6291263949395907
32.0,1722158486389,0.6258341078857281
33.0,1722158525513,0.6304281974591823
34.0,1722158564498,0.6215575293614026
35.0,1722158603525,0.6233737328273089
36.0,1722158643045,0.6252831101731545
37.0,1722158685538,0.6221775494119028
38.0,1722158727078,0.6246041987084447
39.0,1722158766053,0.6263189224050932
40.0,1722158804721,0.6235761820994197
41.0,1722158843893,0.6224855341752582
